Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
3N6FTLRI,journalArticle,2025,"Reinhold, Mats; Keisu, Britt-Inger; Lundmark, Robert; Stenling, Andreas; Tafvelin, Susanne","“My team made me do it”: the differential influence of team amotivation on leaders’ destructive leadership behavior, from a gender perspective",Cogent Psychology,,,10.1080/23311908.2025.2456333,,,2025,4/17/25 8:31,4/17/25 8:31,,,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43I5WR7Z,journalArticle,2019,"Gibson, Luke; Groom, Ryan",Developing a professional leadership identity during organisational change in professional youth football,"Qualitative Research in Sport, Exercise and Health",,,10.1080/2159676x.2019.1673469,,,2019,4/17/25 8:31,4/17/25 8:31,,764-780,,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMBM8NT2,journalArticle,2014,"Skinner, Suzette",Understanding the importance of gender and leader identity formation in executive coaching for senior women,"Coaching: An International Journal of Theory, Research and Practice",,,10.1080/17521882.2014.915864,,,2014,4/17/25 8:31,4/17/25 8:31,,102-114,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEFC338X,journalArticle,2023,"Johnson, Oliver; Bawoh, Mohamed; Begg, Kerrin; Bell, Nellie; Jalloh, Mohamed Boie; Gbao, David; N’Jai, Alhaji; Sahr, Foday; Samai, Mohamed; Kelly, Ann H.; Sevdalis, Nick",Designing a leadership and management training curriculum for undergraduate health professions students: Lessons from the University of Sierra Leone,Global Public Health,,,10.1080/17441692.2023.2222322,,,2023,4/17/25 8:31,4/17/25 8:31,,,,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4SBM57WG,journalArticle,2021,"Rubio, Brenda; Palmer, Deborah K.; Martínez, Manuel","Si no estás defendiendo tus alumnos, que estás haciendo en el salón? A Mexican Immigrant Teacher’s Journey to Critical Consciousness","Journal of Language, Identity &amp; Education",,,10.1080/15348458.2021.1864208,,,2021,4/17/25 8:31,4/17/25 8:31,,45-57,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P99HA58N,journalArticle,2023,"Carminati, Lara; Héliot, YingFei Gao",Professional and religious identity conflict: individual and organizational dynamics in ethically-charged circumstances,Self and Identity,,,10.1080/15298868.2023.2248686,,,2023,4/17/25 8:31,4/17/25 8:31,,1065-1092,,8-Jul,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCG67QXE,journalArticle,2019,"Grøn, Caroline Howard; Bro, Louise Ladegaard; Andersen, Lotte Bøgh","Public managers’ leadership identity: concept, causes, and consequences",Public Management Review,,,10.1080/14719037.2019.1645875,,,2019,4/17/25 8:31,4/17/25 8:31,,1696-1716,,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92VZCKDT,journalArticle,2014,"Collay, Michelle","Developing leadership identity through critical reflection: voice, knowledge and advocacy",Reflective Practice,,,10.1080/14623943.2014.944136,,,2014,4/17/25 8:31,4/17/25 8:31,,780-792,,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R6TJ893S,journalArticle,2022,"Sheffer, Ofir",Wearing leadership: Girl Scouts’ uniforms as symbolic signifiers,Journal of Youth Studies,,,10.1080/13676261.2022.2065908,,,2022,4/17/25 8:31,4/17/25 8:31,,1013-1029,,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V46KNNUS,journalArticle,2024,"Baxter, Jacqueline; Floyd, Alan; Morales, Andres",Strategy as learning in a crisis situation in education: is there evidence of identity as a core component of strategy as learning in schools?,School Leadership &amp; Management,,,10.1080/13632434.2024.2424281,,,2024,4/17/25 8:31,4/17/25 8:31,,53-83,,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8Y7ZJVEL,journalArticle,2020,"Cruz-González, Cristina; Pérez Muñoz, Marta; Domingo Segovia, Jesús",Marta’s story: a female principal leading in challenge contexts,School Leadership &amp; Management,,,10.1080/13632434.2020.1719401,,,2020,4/17/25 8:31,4/17/25 8:31,,384-405,,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8PIJJAWM,journalArticle,2015,"Aas, Marit; Vavik, Mette",Group coaching: a new way of constructing leadership identity?,School Leadership &amp; Management,,,10.1080/13632434.2014.962497,,,2015,4/17/25 8:31,4/17/25 8:31,,251-265,,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GKCVLYK,journalArticle,2022,"Sunderman, Hannah M.; Mccain, Kate D.; Hastings, Lindsay J.",‘Under my wing’: exploring the connection between generativity and mentoring through storytelling,Mentoring &amp; Tutoring: Partnership in Learning,,,10.1080/13611267.2022.2096805,,,2022,4/17/25 8:31,4/17/25 8:31,,454-478,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X4IEM2JX,journalArticle,2019,"Lackritz, Anne D.; Cseh, Maria; Wise, Donald",Leadership coaching: a multiple-case study of urban public charter school principals’ experiences,Mentoring &amp; Tutoring: Partnership in Learning,,,10.1080/13611267.2019.1583404,,,2019,4/17/25 8:31,4/17/25 8:31,,25-May,,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFXVL5FP,journalArticle,2019,"Lanka, Evelyn; Topakas, Anna; Patterson, Malcolm",Becoming a leader: catalysts and barriers to leader identity construction,European Journal of Work and Organizational Psychology,,,10.1080/1359432x.2019.1706488,,,2019,4/17/25 8:31,4/17/25 8:31,,377-390,,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8WZTN7ZW,journalArticle,2024,"Olsvik, Bodil S.; Solstad, Elsa",“My Identity is as a Professional Leader”; The Practice of Leadership of Child Welfare Managers in Norway,Child Care in Practice,,,10.1080/13575279.2024.2351365,,,2024,4/17/25 8:31,4/17/25 8:31,,18-33,,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITWT84EF,journalArticle,2008,"Chen, Zhao; Lu, Ming; He, Junzhi","Power and political participation of entrepreneurs: evidence from Liuzhou, Guangxi, China",Journal of the Asia Pacific Economy,,,10.1080/13547860802131292,,,2008,4/17/25 8:31,4/17/25 8:31,,298-312,,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5MI37ZJB,journalArticle,2000,"Kambhampati, Uma S.",Industry competitiveness: leadership identity and market shares,Applied Economics Letters,,,10.1080/13504850050059023,,,2000,4/17/25 8:31,4/17/25 8:31,,569-573,,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E44W4LL2,journalArticle,2021,"Schell, William; Hughes, Bryce E.; Tallman, Brett; Kwapisz, Monika; Sybesma, Tessa; Annand, Emma; Bozic, Christy; Kotys-Schwartz, Daria A.; Krejci, Caroline C.",Understanding the Joint Development of Engineering and Leadership Identities,Engineering Management Journal,,,10.1080/10429247.2021.1952021,,,2021,4/17/25 8:31,4/17/25 8:31,,497-507,,3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNN3NF3Z,journalArticle,2017,"Alizadeh, Maryam; Mirzazadeh, Azim; Parmelee, Dean X.; Peyton, Elizabeth; Mehrdad, Neda; Janani, Leila; Shahsavari, Hooman",Leadership Identity Development Through Reflection and Feedback in Team-Based Learning Medical Student Teams,Teaching and Learning in Medicine,,,10.1080/10401334.2017.1331134,,,2017,4/17/25 8:31,4/17/25 8:31,,76-83,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6I4HI8VW,journalArticle,2012,"Hodges, Julie; Martin, Graeme",Can leadership branding work in theory and practice to resolve the integration-responsiveness problems facing multinational enterprises?,The International Journal of Human Resource Management,,,10.1080/09585192.2011.654235,,,2012,4/17/25 8:31,4/17/25 8:31,,3794-3812,,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPMS3KS7,journalArticle,2021,"Panda, Debadutta Kumar",The green identity and green strategy: an interplay,Technology Analysis &amp; Strategic Management,,,10.1080/09537325.2021.2009796,,,2021,4/17/25 8:31,4/17/25 8:31,,1437-1452,,11,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2RWL4Y9M,journalArticle,2012,"McClellan, Patrice","Race, gender, and leadership identity: an autoethnography of reconciliation",International Journal of Qualitative Studies in Education,,,10.1080/09518398.2011.647720,,,2012,4/17/25 8:31,4/17/25 8:31,,89-100,,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WUB5LNY8,journalArticle,2008,"Wilkinson, Jane; Blackmore, Jill",Re‐presenting women and leadership: a methodological journey,International Journal of Qualitative Studies in Education,,,10.1080/09518390701470669,,,2008,4/17/25 8:31,4/17/25 8:31,,123-136,,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FU4VUIV6,journalArticle,2010,"Hannah, Sean T.; Jennings, Peter L.; Nobel, Orly Ben-Yoav",Tactical Military Leader Requisite Complexity: Toward a Referent Structure,Military Psychology,,,10.1080/08995605.2010.513253,,,2010,4/17/25 8:31,4/17/25 8:31,,412-449,,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QF9I4HAZ,journalArticle,1999,"Sebrant, Ulla",Being Female in a Health Care Hierarchy: On the Social Construction of Gender and Leader Identity in a Work Organization Having a Predominance of Women,Scandinavian Journal of Caring Sciences,,,10.1080/02839319950162507,,,1999,4/17/25 8:31,4/17/25 8:31,,153-158,,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JTKLLT8,journalArticle,2018,"Wiewiora, Anna; Kowalkiewicz, Anetta",The role of authentic assessment in developing authentic leadership identity and competencies,Assessment &amp; Evaluation in Higher Education,,,10.1080/02602938.2018.1516730,,,2018,4/17/25 8:31,4/17/25 8:31,,415-430,,3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNTIHSVP,journalArticle,2017,"Bailey, Darlyne; Hufford, Mariandl M. C.; Emmerson, Melissa S.; Eckert, Sarah Anne",Identifying and Living Leadership in the Lives of Prekindergarten Through 4th-Grade Girls: The Story of One Intentional Leadership Identity Development Program,Journal of Research in Childhood Education,,,10.1080/02568543.2017.1344751,,,2017,4/17/25 8:31,4/17/25 8:31,,487-507,,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XQJLHG8P,journalArticle,2002,"Kenreich, Todd W.",Professional Development Becomes Political: Geography's Corps of Teacher Leaders,Theory &amp; Research in Social Education,,,10.1080/00933104.2002.10473202,,,2002,4/17/25 8:31,4/17/25 8:31,,381-400,,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8FVZLQEY,journalArticle,2019,"Cruz-González, Cristina; Domingo Segovia, Jesús; Lucena Rodriguez, Carmen",School principals and leadership identity: A thematic exploration of the literature,Educational Research,,,10.1080/00131881.2019.1633941,,,2019,4/17/25 8:31,4/17/25 8:31,,319-336,,3,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG6VYC3L,journalArticle,2019,"Savani, Krishna; Zou, Xi",Making the leader identity salient can be demotivating.,Journal of Experimental Psychology: Applied,,,10.1037/xap0000178,,,2019,4/17/25 8:31,4/17/25 8:31,,245-255,,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6G9QHVUM,journalArticle,2018,"Steffens, Niklas K.; Yang, Jie; Jetten, Jolanda; Haslam, S. Alexander; Lipponen, Jukka","The unfolding impact of leader identity entrepreneurship on burnout, work engagement, and turnover intentions.",Journal of Occupational Health Psychology,,,10.1037/ocp0000090,,,2018,4/17/25 8:31,4/17/25 8:31,,373-387,,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HHDRQGY5,journalArticle,2013,"Albino, Judith",Personal leadership identity and leadership frames: Understanding what happened at Penn State.,The Psychologist-Manager Journal,,,10.1037/mgr0000004,,,2013,4/17/25 8:31,4/17/25 8:31,,131-146,,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCYBFM2R,journalArticle,1975,"Beckhouse, Lawrence; Tanur, Judith; Weiler, John; Weinstein, Eugene",. . . And some men have leadership thrust upon them.,Journal of Personality and Social Psychology,,,10.1037/h0076478,,,1975,4/17/25 8:31,4/17/25 8:31,,557-566,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y4UE92XW,journalArticle,2021,"Jiang, Xueting; Snyder, Kevin; Li, Jia; Manz, Charles C.",How followers create leaders: The impact of effective followership on leader emergence in self-managing teams.,"Group Dynamics: Theory, Research, and Practice",,,10.1037/gdn0000159,,,2021,4/17/25 8:31,4/17/25 8:31,,303-318,,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4WR6KF59,journalArticle,2022,"Mamiseishvili, Ketevan; Stuckey, Amanda",Foreign-born academic leaders in U.S. higher education.,Journal of Diversity in Higher Education,,,10.1037/dhe0000405,,,2022,4/17/25 8:31,4/17/25 8:31,,657-667,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDK99DN2,journalArticle,2023,"Mbilishaka, Afiya; Vixamar-Owens, Dhymsy Z.; Fredericks, Afiya; Massey, April",Dialogues in Leadership Herstory: Exploring the experiences of Black women faculty in a leadership-development program.,Consulting Psychology Journal,,,10.1037/cpb0000228,,,2023,4/17/25 8:31,4/17/25 8:31,,119-134,,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4BRUXNP,journalArticle,2023,"George, Mailys M.; Strauss, Karoline; Mell, Julija N.; Vough, Heather C.","When “who I am” is under threat: Measures of threat to identity value, meanings, and enactment.",Journal of Applied Psychology,,,10.1037/apl0001114,,,2023,4/17/25 8:31,4/17/25 8:31,,1952-1978,,12,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NR2CJMIH,journalArticle,2023,"Lanaj, Klodiana; Gabriel, Allison S.; Jennings, Remy E.",The importance of leader recovery for leader identity and behavior.,Journal of Applied Psychology,,,10.1037/apl0001092,,,2023,4/17/25 8:31,4/17/25 8:31,,1717-1736,,10,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I8BDDM3S,journalArticle,2023,"Bartels, Amy L.; Wellman, Ned",Is it just me or am I the people’s choice? The stress and performance implications of (in)congruence between self- and other-identification as a leader or follower.,Journal of Applied Psychology,,,10.1037/apl0001090,,,2023,4/17/25 8:31,4/17/25 8:31,,1680-1698,,10,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC2FKZ3I,journalArticle,2022,"Lanaj, Klodiana; Jennings, Remy E.; Ashford, Susan J.; Krishnan, Satish",When leader self-care begets other care: Leader role self-compassion and helping at work.,Journal of Applied Psychology,,,10.1037/apl0000957,,,2022,4/17/25 8:31,4/17/25 8:31,,1543-1560,,9,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACWCC4DL,journalArticle,2021,"Lanaj, Klodiana; Gabriel, Allison S.; Chawla, Nitya",The self-sacrificial nature of leader identity: Understanding the costs and benefits at work and home.,Journal of Applied Psychology,,,10.1037/apl0000505,,,2021,4/17/25 8:31,4/17/25 8:31,,345-363,,3,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3ZTRRR5,journalArticle,2019,"Lanaj, Klodiana; Foulk, Trevor A.; Erez, Amir",Energizing leaders via self-reflection: A within-person field experiment.,Journal of Applied Psychology,,,10.1037/apl0000350,,,2019,4/17/25 8:31,4/17/25 8:31,,18-Jan,,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF42PG3T,journalArticle,2020,"Chan, Linus; Zubrod, Alivia; Woodard, Shailee R.; Conway, Lucian Gideon",Identity leadership is manifested via integrative complexity: Comment on Haslam et al. (2019).,American Psychologist,,,10.1037/amp0000618,,,2020,4/17/25 8:31,4/17/25 8:31,,403-405,,3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CQY38R9K,journalArticle,2012,"Johnson, Russell E.; Venus, Merlijn; Lanaj, Klodiana; Mao, Changguo; Chang, Chu-Hsiang","Leader identity as an antecedent of the frequency and consistency of transformational, consideration, and abusive leadership behaviors.",Journal of Applied Psychology,,,10.1037/a0029043,,,2012,4/17/25 8:31,4/17/25 8:31,,1262-1272,,6,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWQ4CBPV,journalArticle,2010,"Renn, Kristen A.; Ozaki, C. Casey",Psychosocial and leadership identities among leaders of identity-based campus organizations.,Journal of Diversity in Higher Education,,,10.1037/a0018564,,,2010,4/17/25 8:31,4/17/25 8:31,,14-26,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNA2FNJT,journalArticle,1978,"Hoffman, David A.",Field independence and intelligence: Their relation to leadership and self-concept in sixth-grade boys.,Journal of Educational Psychology,,,10.1037/0022-0663.70.5.827,,,1978,4/17/25 8:31,4/17/25 8:31,,827-832,,5,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4KS4GUHE,journalArticle,2012,"Wisse, Barbara; Rus, Diana",Leader Self-Concept and Self-Interested Behavior,Journal of Personnel Psychology,,,10.1027/1866-5888/a000054,,"An abundance of ethical violations on the part of organizational leaders prompted the debate about the need for ethical leadership. Moreover, it spawned research interest in understanding the conditions that may prompt some leaders to pursue their own interests at the expense of their group, whereas others do not. This study explored whether the interplay between leader self-construal and leader power may explain this phenomenon. Across one laboratory experiment and one organizational survey, we showed that leader power interacted with leader self-construal in predicting leader self-serving behavior. Overall, our studies suggest that leader self-construal substantially shapes leader internal states and goals, and that the effects hereof on self-interested behavior are strengthened under conditions of high power.",2012,4/17/25 8:31,4/17/25 8:31,,40-48,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7A5UDN5D,journalArticle,2010,"Asgari, Shaki; Dasgupta, Nilanjana; Gilbert Cote, Nicole",When Does Contact with Successful Ingroup Members Change Self-Stereotypes?,Social Psychology,,,10.1027/1864-9335/a000028,,"A longitudinal study examined the relationship between contact with successful ingroup members and women’s stereotypes about their own leadership abilities, career goals, and assertive behavior in class. Upon entry into college and toward the end of their sophomore year we measured (1) participants’ quantity and quality of contact with successful ingroup members (female professors), (2) implicit and explicit leadership self-concept, (3) career goals, and (4) classroom behavior. Frequent contact with ingroup members predicted stronger implicit self-conceptions of leadership and more career ambitions, but only when contact experiences were of high quality rather than superficial. Quality and quantity of contact independently predicted assertive behavior. The findings suggest that changing implicit self-beliefs requires both high quality and frequent exposure to counterstereotypic individuals.",2010,4/17/25 8:31,4/17/25 8:31,,203-211,,3,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNXPU5R9,journalArticle,2010,"Rudman, Laurie A.; Phelan, Julie E.",The Effect of Priming Gender Roles on Women’s Implicit Gender Beliefs and Career Aspirations,Social Psychology,,,10.1027/1864-9335/a000027,,"We investigated the effect of priming gender roles on women’s implicit gender stereotypes, implicit leadership self-concept, and interest in masculine and feminine careers. Women primed with traditional gender roles (e.g., a male surgeon and a female nurse) showed increased automatic gender stereotypes relative to controls; this effect mediated their reduced interest in masculine occupations. By contrast, exposure to nontraditional roles (e.g., a female surgeon and a male nurse) decreased women’s leadership self-concept and lowered their interest in masculine occupations, suggesting that female vanguards (i.e., successful women in male-dominated careers) can provoke upward comparison threat, rather than inspire self-empowerment. Thus, priming either traditional or nontraditional gender roles can threaten progress toward gender equality, albeit through different mechanisms (stereotypes or self-concept, respectively).",2010,4/17/25 8:31,4/17/25 8:31,,192-202,,3,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q55VHYPZ,journalArticle,2011,"Schnurr, Stephanie; Chan, Angela",Exploring another side of co-leadership: Negotiating professional identities through face-work in disagreements,Language in Society,,,10.1017/s0047404511000030,,"AbstractTraditional perceptions that view leadership as a top-down process are increasingly challenged by so-called critical perspectives that acknowledge that leadership may involve several people. This article explores a particular type of these other leadership constellations, namely co-leadership where members share several leadership responsibilities.Drawing on more than twenty hours of authentic discourse data recorded in two workplaces in Hong Kong, we employ the analytical concepts of face and identity to identify and describe some of the complex processes through which co-leadership is enacted. Our particular focus is situations in which members of the co-leadership team disagree with each other.Our findings indicate that co-leadership is a dynamic process in which both members position themselves and each other as leader and co-leader at different moments throughout an interaction. This dynamic nature can be captured particularly well by exploring how face-work and identity construction are accomplished in interlocutors' everyday workplace talk. (Co-leadership, identity, face, workplace discourse, Hong Kong)*",2011,4/17/25 8:31,4/17/25 8:31,,187-209,,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV5I3EFA,journalArticle,2019,"Anthony, Mary; Soontiens, Werner",Reality checks for career women: An interpretevist paradigm,Journal of Management &amp; Organization,,,10.1017/jmo.2019.42,,"AbstractThis paper reflects on the latent organisational process that leads tothe scarcity of women in senior positions. Utilising characteristics of legitimisation, institutionalisation and self-determination theories the paper observes how women manage upward mobility. Subsequently, it was important to investigate the mid-level cohorts, as there lies the critical question triggering the anomaly. Focusing on the public sector with an interest in gendered organisations, the study examines law enforcement. Conversely, the aim of this paper is to focus on why there is a continued dearth in the number of policewomen at top level positions in USA and Australia. A qualitative study with a phenomenological approach is applied. Semi-structured interviews are conducted with 40 policewomen in mid-management positions in American and Australian law enforcement. It further aims to explore the linkages of the ongoing paucity of gendered leadership in organisations, questioning how these will influence women's ability to advance to higher-level positions.",2019,4/17/25 8:31,4/17/25 8:31,,1078-1099,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y63HGBGR,journalArticle,2019,"Parry, Ken; Faris, Nezar",The confinement and empowerment of Muslim leadership within the ‘iron cage of cultural complexity’: The case of an Islamic setting within Australia,Journal of Management &amp; Organization,,,10.1017/jmo.2019.13,,"AbstractThe purpose of this empirical research is to address leadership within a complex multicultural context; namely Islamic organizations within a contemporary Western society (Australia). The researchers utilized qualitative analysis of triangulated, predominantly qualitative data. The analysis drew on core elements of grounded theory. It was found that both macro- and micro-dimensions of culture had an impact on Australian Muslim understandings of leadership and subsequently had an impact on leading. The analysis also uncovered intra- and inter-cultural complexity within Muslim organizations. The concept of an ‘iron cage’ of micro-cultures emerged to integrate these findings. An abstract storyline is posed wherein a new leadership identity will facilitate empowerment and uncertainty resolution about the stress of cultural complexity, resulting in more effective leadership.",2019,4/17/25 8:31,4/17/25 8:31,,888-908,,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
